product_sku_code,customer,year,yearweek,nielsen_total_volume,promotion_indicator,top_brand,flavor_internal,pack_type_internal,pack_size_internal,units_per_package_internal,material_medium_description,price_per_item,price_per_litre,price_per_100ml,week,week_sin,week_cos,continuous_week
414198,L2_ASDA,2025,202511,8033,1,FANTA,ORANGE,PET,2000,1,2LNRP X6 FTA ORANGE,1.6982,0.8491,0.08491,11,0.970941817,0.239315664,114
283978,L2_TESCO,2025,202503,75147,0,COCA-COLA,COLA,PET,1750,1,1.75LNRP X6 COCA-COLA,2.4964,1.426514286,0.142651429,3,0.354604887,0.935016243,106
414198,L2_ASDA,2025,202503,8377,1,FANTA,ORANGE,PET,2000,1,2LNRP X6 FTA ORANGE,1.6906,0.8453,0.08453,3,0.354604887,0.935016243,106
283978,L2_TESCO,2025,202504,75576,0,COCA-COLA,COLA,PET,1750,1,1.75LNRP X6 COCA-COLA,2.4961,1.426342857,0.142634286,4,0.464723172,0.885456026,107
429221,L2_ASDA,2025,202522,740,1,SCHWEPPES,GINGER,PET,1000,1,1LNRP X6 CD GNGR ALE REDSGN,1.7729,1.7729,0.17729,22,0.464723172,-0.885456026,125
408320,L2_SAINSBURY'S,2025,202522,16744,1,SCHWEPPES,LEMON,PET,2000,1,2LNRP X6 SW LEMONADE,1.1321,0.56605,0.056605,22,0.464723172,-0.885456026,125
408320,L2_SAINSBURY'S,2025,202523,14650,1,SCHWEPPES,LEMON,PET,2000,1,2LNRP X6 SW LEMONADE,1.1317,0.56585,0.056585,23,0.354604887,-0.935016243,126
283971,L2_CRTG,2025,202525,2373,0,COCA-COLA,COLA & CHERRY,PET,1750,1,1.75LNRP X6 CHERRY COKE,2.5987,1.484971429,0.148497143,25,0.12053668,-0.992708874,128
207883,L2_TESCO,2025,202522,757,1,APPLETISER,APPLE,CAN,150,1,150MLCAN X24 APPLETISER,0.5302,3.534666667,0.353466667,22,0.464723172,-0.885456026,125
414198,L2_CRTG,2025,202524,5683,1,FANTA,ORANGE,PET,2000,1,2LNRP X6 FTA ORANGE,1.9227,0.96135,0.096135,24,0.239315664,-0.970941817,127
429221,L2_ASDA,2025,202523,741,1,SCHWEPPES,GINGER,PET,1000,1,1LNRP X6 CD GNGR ALE REDSGN,1.795,1.795,0.1795,23,0.354604887,-0.935016243,126
407265,L2_SAINSBURY'S,2025,202523,425,1,COCA-COLA LIGHT / DIET COKE,COLA,CAN,150,1,150MLCAN X24 DIET COKE,0.5443,3.628666667,0.362866667,23,0.354604887,-0.935016243,126
452780,L2_MORRISONS,2025,202524,1942,1,MONSTER,NOT STATED,CAN,500,4,500MLCAN 6X4P MN ULTRA,5.091,2.5455,0.25455,24,0.239315664,-0.970941817,127
414198,L2_CRTG,2025,202540,7596,1,FANTA,ORANGE,PET,2000,1,2LNRP X6 FTA ORANGE,1.8261,0.91305,0.091305,40,-0.992708874,0.12053668,143
414198,L2_SAINSBURY'S,2025,202542,4245,1,FANTA,ORANGE,PET,2000,1,2LNRP X6 FTA ORANGE,1.7449,0.87245,0.087245,42,-0.935016243,0.354604887,145
452780,L2_TESCO,2025,202543,17588,1,MONSTER,NOT STATED,CAN,500,4,500MLCAN 6X4P MN ULTRA,5.184,2.592,0.2592,43,-0.885456026,0.464723172,146
207883,L2_MORRISONS,2025,202541,226,1,APPLETISER,APPLE,CAN,150,1,150MLCAN X24 APPLETISER,0.6511,4.340666667,0.434066667,41,-0.970941817,0.239315664,144
429221,L2_SAINSBURY'S,2025,202543,1736,0,SCHWEPPES,GINGER,PET,1000,1,1LNRP X6 CD GNGR ALE REDSGN,1.5238,1.5238,0.15238,43,-0.885456026,0.464723172,146
207883,L2_CRTG,2025,202540,829,1,APPLETISER,APPLE,CAN,150,1,150MLCAN X24 APPLETISER,0.5852,3.901333333,0.390133333,40,-0.992708874,0.12053668,143
408320,L2_CRTG,2025,202543,5899,0,SCHWEPPES,LEMON,PET,2000,1,2LNRP X6 SW LEMONADE,1.7556,0.8778,0.08778,43,-0.885456026,0.464723172,146
283971,L2_TESCO,2025,202539,5574,1,COCA-COLA,COLA & CHERRY,PET,1750,1,1.75LNRP X6 CHERRY COKE,2.5608,1.463314286,0.146331429,39,-1.0,-1.84e-16,142
414198,L2_TESCO,2025,202540,12926,1,FANTA,ORANGE,PET,2000,1,2LNRP X6 FTA ORANGE,1.7609,0.88045,0.088045,40,-0.992708874,0.12053668,143
429221,L2_ASDA,2025,202541,753,0,SCHWEPPES,GINGER,PET,1000,1,1LNRP X6 CD GNGR ALE REDSGN,1.7712,1.7712,0.17712,41,-0.970941817,0.239315664,144
429221,L2_MORRISONS,2025,202543,1323,1,SCHWEPPES,GINGER,PET,1000,1,1LNRP X6 CD GNGR ALE REDSGN,1.4063,1.4063,0.14063,43,-0.885456026,0.464723172,146
283971,L2_TESCO,2025,202541,5402,1,COCA-COLA,COLA & CHERRY,PET,1750,1,1.75LNRP X6 CHERRY COKE,2.5601,1.462914286,0.146291429,41,-0.970941817,0.239315664,144
414197,L2_ASDA,2025,202523,7424,1,FANTA,ORANGE,CAN,330,8,330MLCAN 3X8P FANTA ORG,3.4784,1.317575758,0.131757576,23,0.354604887,-0.935016243,126
407265,L2_ASDA,2025,202536,852,1,COCA-COLA LIGHT / DIET COKE,COLA,CAN,150,1,150MLCAN X24 DIET COKE,0.526,3.506666667,0.350666667,36,-0.935016243,-0.354604887,139
408320,L2_ASDA,2025,202536,13061,0,SCHWEPPES,LEMON,PET,2000,1,2LNRP X6 SW LEMONADE,1.27,0.635,0.0635,36,-0.935016243,-0.354604887,139
409690,L2_TESCO,2025,202536,9067,0,SPRITE ZERO / NO SUGAR / DIET / LIGHT,LEMON & LIME,CAN,330,8,330MLCAN 3X8P SPRITE NO SUGAR,4.0189,1.522310606,0.152231061,36,-0.935016243,-0.354604887,139
407265,L2_MORRISONS,2025,202537,102,1,COCA-COLA LIGHT / DIET COKE,COLA,CAN,150,1,150MLCAN X24 DIET COKE,0.6459,4.306,0.4306,37,-0.970941817,-0.239315664,140
414198,L2_TESCO,2025,202535,16320,1,FANTA,ORANGE,PET,2000,1,2LNRP X6 FTA ORANGE,1.7664,0.8832,0.08832,35,-0.885456026,-0.464723172,138
409690,L2_SAINSBURY'S,2025,202538,3298,1,SPRITE ZERO / NO SUGAR / DIET / LIGHT,LEMON & LIME,CAN,330,8,330MLCAN 3X8P SPRITE NO SUGAR,3.9947,1.513143939,0.151314394,38,-0.992708874,-0.12053668,141
429221,L2_TESCO,2025,202538,1931,0,SCHWEPPES,GINGER,PET,1000,1,1LNRP X6 CD GNGR ALE REDSGN,1.8498,1.8498,0.18498,38,-0.992708874,-0.12053668,141
452780,L2_ASDA,2025,202536,4169,0,MONSTER,NOT STATED,CAN,500,4,500MLCAN 6X4P MN ULTRA,5.0636,2.5318,0.25318,36,-0.935016243,-0.354604887,139
452780,L2_ASDA,2025,202537,4094,0,MONSTER,NOT STATED,CAN,500,4,500MLCAN 6X4P MN ULTRA,5.1362,2.5681,0.25681,37,-0.970941817,-0.239315664,140
414197,L2_CRTG,2025,202538,6228,0,FANTA,ORANGE,CAN,330,8,330MLCAN 3X8P FANTA ORG,3.7436,1.418030303,0.14180303,38,-0.992708874,-0.12053668,141
429221,L2_CRTG,2025,202538,298,0,SCHWEPPES,GINGER,PET,1000,1,1LNRP X6 CD GNGR ALE REDSGN,1.9334,1.9334,0.19334,38,-0.992708874,-0.12053668,141
414197,L2_SAINSBURY'S,2025,202538,2549,1,FANTA,ORANGE,CAN,330,8,330MLCAN 3X8P FANTA ORG,3.994,1.512878788,0.151287879,38,-0.992708874,-0.12053668,141
407265,L2_MORRISONS,2025,202512,169,1,COCA-COLA LIGHT / DIET COKE,COLA,CAN,150,1,150MLCAN X24 DIET COKE,0.5446,3.630666667,0.363066667,12,0.992708874,0.12053668,115
452780,L2_CRTG,2025,202514,3091,0,MONSTER,NOT STATED,CAN,500,4,500MLCAN 6X4P MN ULTRA,6.4347,3.21735,0.321735,14,0.992708874,-0.12053668,117
207883,L2_SAINSBURY'S,2025,202514,652,1,APPLETISER,APPLE,CAN,150,1,150MLCAN X24 APPLETISER,0.5387,3.591333333,0.359133333,14,0.992708874,-0.12053668,117
408320,L2_MORRISONS,2025,202515,8804,0,SCHWEPPES,LEMON,PET,2000,1,2LNRP X6 SW LEMONADE,1.3487,0.67435,0.067435,15,0.970941817,-0.239315664,118
414198,L2_MORRISONS,2025,202515,5745,1,FANTA,ORANGE,PET,2000,1,2LNRP X6 FTA ORANGE,1.7326,0.8663,0.08663,15,0.970941817,-0.239315664,118
429221,L2_TESCO,2025,202511,2259,0,SCHWEPPES,GINGER,PET,1000,1,1LNRP X6 CD GNGR ALE REDSGN,1.7153,1.7153,0.17153,11,0.970941817,0.239315664,114
408320,L2_MORRISONS,2025,202513,7387,0,SCHWEPPES,LEMON,PET,2000,1,2LNRP X6 SW LEMONADE,1.3512,0.6756,0.06756,13,1.0,-1.61e-16,116
207883,L2_TESCO,2025,202514,640,1,APPLETISER,APPLE,CAN,150,1,150MLCAN X24 APPLETISER,0.5303,3.535333333,0.353533333,14,0.992708874,-0.12053668,117
409690,L2_TESCO,2025,202512,7703,0,SPRITE ZERO / NO SUGAR / DIET / LIGHT,LEMON & LIME,CAN,330,8,330MLCAN 3X8P SPRITE NO SUGAR,3.7639,1.425719697,0.14257197,12,0.992708874,0.12053668,115
452780,L2_ASDA,2025,202519,3731,0,MONSTER,NOT STATED,CAN,500,4,500MLCAN 6X4P MN ULTRA,5.3484,2.6742,0.26742,19,0.748510748,-0.663122658,122
409690,L2_CRTG,2025,202517,1233,0,SPRITE ZERO / NO SUGAR / DIET / LIGHT,LEMON & LIME,CAN,330,8,330MLCAN 3X8P SPRITE NO SUGAR,3.7332,1.414090909,0.141409091,17,0.885456026,-0.464723172,120
409690,L2_SAINSBURY'S,2025,202517,3729,1,SPRITE ZERO / NO SUGAR / DIET / LIGHT,LEMON & LIME,CAN,330,8,330MLCAN 3X8P SPRITE NO SUGAR,3.7252,1.411060606,0.141106061,17,0.885456026,-0.464723172,120
283978,L2_CRTG,2025,202518,27463,0,COCA-COLA,COLA,PET,1750,1,1.75LNRP X6 COCA-COLA,2.5997,1.485542857,0.148554286,18,0.822983866,-0.568064747,121
414197,L2_MORRISONS,2025,202517,1950,1,FANTA,ORANGE,CAN,330,8,330MLCAN 3X8P FANTA ORG,3.8428,1.455606061,0.145560606,17,0.885456026,-0.464723172,120
283971,L2_MORRISONS,2025,202518,3026,1,COCA-COLA,COLA & CHERRY,PET,1750,1,1.75LNRP X6 CHERRY COKE,2.68,1.531428571,0.153142857,18,0.822983866,-0.568064747,121
207883,L2_TESCO,2025,202516,762,1,APPLETISER,APPLE,CAN,150,1,150MLCAN X24 APPLETISER,0.5291,3.527333333,0.352733333,16,0.935016243,-0.354604887,119
429221,L2_SAINSBURY'S,2025,202520,1720,1,SCHWEPPES,GINGER,PET,1000,1,1LNRP X6 CD GNGR ALE REDSGN,1.425,1.425,0.1425,20,0.663122658,-0.748510748,123
407265,L2_SAINSBURY'S,2025,202520,460,1,COCA-COLA LIGHT / DIET COKE,COLA,CAN,150,1,150MLCAN X24 DIET COKE,0.5409,3.606,0.3606,20,0.663122658,-0.748510748,123
207883,L2_MORRISONS,2025,202518,495,1,APPLETISER,APPLE,CAN,150,1,150MLCAN X24 APPLETISER,0.5159,3.439333333,0.343933333,18,0.822983866,-0.568064747,121
207883,L2_MORRISONS,2025,202516,516,1,APPLETISER,APPLE,CAN,150,1,150MLCAN X24 APPLETISER,0.5184,3.456,0.3456,16,0.935016243,-0.354604887,119
283978,L2_CRTG,2025,202520,22093,0,COCA-COLA,COLA,PET,1750,1,1.75LNRP X6 COCA-COLA,2.5996,1.485485714,0.148548571,20,0.663122658,-0.748510748,123
408320,L2_MORRISONS,2025,202526,8067,0,SCHWEPPES,LEMON,PET,2000,1,2LNRP X6 SW LEMONADE,1.5021,0.75105,0.075105,26,-3.22e-16,-1.0,129
414198,L2_MORRISONS,2025,202528,7811,1,FANTA,ORANGE,PET,2000,1,2LNRP X6 FTA ORANGE,1.7325,0.86625,0.086625,28,-0.239315664,-0.970941817,131
207883,L2_SAINSBURY'S,2025,202528,716,1,APPLETISER,APPLE,CAN,150,1,150MLCAN X24 APPLETISER,0.5349,3.566,0.3566,28,-0.239315664,-0.970941817,131
407265,L2_MORRISONS,2025,202528,221,1,COCA-COLA LIGHT / DIET COKE,COLA,CAN,150,1,150MLCAN X24 DIET COKE,0.5337,3.558,0.3558,28,-0.239315664,-0.970941817,131
283971,L2_CRTG,2025,202527,2278,0,COCA-COLA,COLA & CHERRY,PET,1750,1,1.75LNRP X6 CHERRY COKE,2.5994,1.485371429,0.148537143,27,-0.12053668,-0.992708874,130
414197,L2_CRTG,2025,202526,7198,0,FANTA,ORANGE,CAN,330,8,330MLCAN 3X8P FANTA ORG,3.743,1.41780303,0.141780303,26,-3.22e-16,-1.0,129
452780,L2_MORRISONS,2025,202526,1963,1,MONSTER,NOT STATED,CAN,500,4,500MLCAN 6X4P MN ULTRA,5.1009,2.55045,0.255045,26,-3.22e-16,-1.0,129
429221,L2_ASDA,2025,202528,1114,1,SCHWEPPES,GINGER,PET,1000,1,1LNRP X6 CD GNGR ALE REDSGN,1.4274,1.4274,0.14274,28,-0.239315664,-0.970941817,131
407265,L2_SAINSBURY'S,2025,202525,531,1,COCA-COLA LIGHT / DIET COKE,COLA,CAN,150,1,150MLCAN X24 DIET COKE,0.5415,3.61,0.361,25,0.12053668,-0.992708874,128
283971,L2_CRTG,2025,202528,2228,0,COCA-COLA,COLA & CHERRY,PET,1750,1,1.75LNRP X6 CHERRY COKE,2.5957,1.483257143,0.148325714,28,-0.239315664,-0.970941817,131
414197,L2_CRTG,2025,202533,13084,0,FANTA,ORANGE,CAN,330,8,330MLCAN 3X8P FANTA ORG,3.7447,1.41844697,0.141844697,33,-0.748510748,-0.663122658,136
452780,L2_SAINSBURY'S,2025,202534,7086,1,MONSTER,NOT STATED,CAN,500,4,500MLCAN 6X4P MN ULTRA,5.2142,2.6071,0.26071,34,-0.822983866,-0.568064747,137
283978,L2_ASDA,2025,202532,42131,1,COCA-COLA,COLA,PET,1750,1,1.75LNRP X6 COCA-COLA,1.9774,1.129942857,0.112994286,32,-0.663122658,-0.748510748,135
283978,L2_TESCO,2025,202537,85176,1,COCA-COLA,COLA,PET,1750,1,1.75LNRP X6 COCA-COLA,2.0988,1.199314286,0.119931429,37,-0.970941817,-0.239315664,140
408320,L2_ASDA,2025,202516,17130,0,SCHWEPPES,LEMON,PET,2000,1,2LNRP X6 SW LEMONADE,1.2896,0.6448,0.06448,16,0.935016243,-0.354604887,119
414198,L2_ASDA,2025,202527,11334,1,FANTA,ORANGE,PET,2000,1,2LNRP X6 FTA ORANGE,1.4788,0.7394,0.07394,27,-0.12053668,-0.992708874,130
207883,L2_CRTG,2025,202533,1100,1,APPLETISER,APPLE,CAN,150,1,150MLCAN X24 APPLETISER,0.5753,3.835333333,0.383533333,33,-0.748510748,-0.663122658,136
409690,L2_SAINSBURY'S,2025,202533,5124,1,SPRITE ZERO / NO SUGAR / DIET / LIGHT,LEMON & LIME,CAN,330,8,330MLCAN 3X8P SPRITE NO SUGAR,3.8243,1.448598485,0.144859848,33,-0.748510748,-0.663122658,136
429221,L2_SAINSBURY'S,2025,202532,1619,1,SCHWEPPES,GINGER,PET,1000,1,1LNRP X6 CD GNGR ALE REDSGN,1.4241,1.4241,0.14241,32,-0.663122658,-0.748510748,135
283971,L2_ASDA,2025,202534,5732,1,COCA-COLA,COLA & CHERRY,PET,1750,1,1.75LNRP X6 CHERRY COKE,2.0147,1.151257143,0.115125714,34,-0.822983866,-0.568064747,137
409690,L2_ASDA,2025,202532,3847,0,SPRITE ZERO / NO SUGAR / DIET / LIGHT,LEMON & LIME,CAN,330,8,330MLCAN 3X8P SPRITE NO SUGAR,3.9529,1.497310606,0.149731061,32,-0.663122658,-0.748510748,135
429221,L2_MORRISONS,2025,202532,1849,1,SCHWEPPES,GINGER,PET,1000,1,1LNRP X6 CD GNGR ALE REDSGN,1.2075,1.2075,0.12075,32,-0.663122658,-0.748510748,135
414198,L2_CRTG,2025,202534,7947,1,FANTA,ORANGE,PET,2000,1,2LNRP X6 FTA ORANGE,1.8818,0.9409,0.09409,34,-0.822983866,-0.568064747,137
429221,L2_CRTG,2025,202534,333,0,SCHWEPPES,GINGER,PET,1000,1,1LNRP X6 CD GNGR ALE REDSGN,2.0436,2.0436,0.20436,34,-0.822983866,-0.568064747,137
414198,L2_TESCO,2025,202507,8629,1,FANTA,ORANGE,PET,2000,1,2LNRP X6 FTA ORANGE,1.9476,0.9738,0.09738,7,0.748510748,0.663122658,110
207883,L2_TESCO,2025,202506,563,1,APPLETISER,APPLE,CAN,150,1,150MLCAN X24 APPLETISER,0.5258,3.505333333,0.350533333,6,0.663122658,0.748510748,109
452780,L2_SAINSBURY'S,2025,202506,3015,0,MONSTER,NOT STATED,CAN,500,4,500MLCAN 6X4P MN ULTRA,5.6909,2.84545,0.284545,6,0.663122658,0.748510748,109
283971,L2_TESCO,2025,202508,5948,0,COCA-COLA,COLA & CHERRY,PET,1750,1,1.75LNRP X6 CHERRY COKE,2.492,1.424,0.1424,8,0.822983866,0.568064747,111
429221,L2_SAINSBURY'S,2025,202509,1131,0,SCHWEPPES,GINGER,PET,1000,1,1LNRP X6 CD GNGR ALE REDSGN,1.8393,1.8393,0.18393,9,0.885456026,0.464723172,112
409690,L2_TESCO,2025,202510,7916,0,SPRITE ZERO / NO SUGAR / DIET / LIGHT,LEMON & LIME,CAN,330,8,330MLCAN 3X8P SPRITE NO SUGAR,3.7649,1.426098485,0.142609848,10,0.935016243,0.354604887,113
207883,L2_MORRISONS,2025,202509,457,1,APPLETISER,APPLE,CAN,150,1,150MLCAN X24 APPLETISER,0.5223,3.482,0.3482,9,0.885456026,0.464723172,112
207883,L2_ASDA,2025,202509,1149,1,APPLETISER,APPLE,CAN,150,1,150MLCAN X24 APPLETISER,0.522,3.48,0.348,9,0.885456026,0.464723172,112
407265,L2_CRTG,2025,202504,416,1,COCA-COLA LIGHT / DIET COKE,COLA,CAN,150,1,150MLCAN X24 DIET COKE,0.5542,3.694666667,0.369466667,4,0.464723172,0.885456026,107
283978,L2_MORRISONS,2025,202502,22424,1,COCA-COLA,COLA,PET,1750,1,1.75LNRP X6 COCA-COLA,2.5572,1.461257143,0.146125714,2,0.239315664,0.970941817,105
414198,L2_CRTG,2025,202502,5340,1,FANTA,ORANGE,PET,2000,1,2LNRP X6 FTA ORANGE,1.9496,0.9748,0.09748,2,0.239315664,0.970941817,105
414197,L2_TESCO,2025,202504,6720,1,FANTA,ORANGE,CAN,330,8,330MLCAN 3X8P FANTA ORG,3.4572,1.309545455,0.130954545,4,0.464723172,0.885456026,107
452780,L2_TESCO,2025,202504,9906,1,MONSTER,NOT STATED,CAN,500,4,500MLCAN 6X4P MN ULTRA,5.284,2.642,0.2642,4,0.464723172,0.885456026,107
207883,L2_MORRISONS,2025,202505,369,1,APPLETISER,APPLE,CAN,150,1,150MLCAN X24 APPLETISER,0.5394,3.596,0.3596,5,0.568064747,0.822983866,108
283978,L2_MORRISONS,2025,202532,26952,1,COCA-COLA,COLA,PET,1750,1,1.75LNRP X6 COCA-COLA,2.5382,1.4504,0.14504,32,-0.663122658,-0.748510748,135
414197,L2_ASDA,2025,202508,4658,0,FANTA,ORANGE,CAN,330,8,330MLCAN 3X8P FANTA ORG,3.7417,1.417310606,0.141731061,8,0.822983866,0.568064747,111
283978,L2_SAINSBURY'S,2025,202509,30192,0,COCA-COLA,COLA,PET,1750,1,1.75LNRP X6 COCA-COLA,2.5757,1.471828571,0.147182857,9,0.885456026,0.464723172,112
283978,L2_SAINSBURY'S,2025,202507,29977,0,COCA-COLA,COLA,PET,1750,1,1.75LNRP X6 COCA-COLA,2.5807,1.474685714,0.147468571,7,0.748510748,0.663122658,110
408320,L2_SAINSBURY'S,2025,202505,6607,0,SCHWEPPES,LEMON,PET,2000,1,2LNRP X6 SW LEMONADE,1.5405,0.77025,0.077025,5,0.568064747,0.822983866,108
414198,L2_MORRISONS,2025,202522,5696,1,FANTA,ORANGE,PET,2000,1,2LNRP X6 FTA ORANGE,1.7663,0.88315,0.088315,22,0.464723172,-0.885456026,125
452780,L2_TESCO,2025,202523,7795,0,MONSTER,NOT STATED,CAN,500,4,500MLCAN 6X4P MN ULTRA,5.6639,2.83195,0.283195,23,0.354604887,-0.935016243,126
414198,L2_SAINSBURY'S,2025,202521,3772,1,FANTA,ORANGE,PET,2000,1,2LNRP X6 FTA ORANGE,1.732,0.866,0.0866,21,0.568064747,-0.822983866,124
429221,L2_MORRISONS,2025,202522,1286,1,SCHWEPPES,GINGER,PET,1000,1,1LNRP X6 CD GNGR ALE REDSGN,1.4742,1.4742,0.14742,22,0.464723172,-0.885456026,125
408320,L2_ASDA,2025,202523,12870,0,SCHWEPPES,LEMON,PET,2000,1,2LNRP X6 SW LEMONADE,1.3768,0.6884,0.06884,23,0.354604887,-0.935016243,126
283971,L2_SAINSBURY'S,2025,202523,2211,0,COCA-COLA,COLA & CHERRY,PET,1750,1,1.75LNRP X6 CHERRY COKE,2.6522,1.515542857,0.151554286,23,0.354604887,-0.935016243,126
414197,L2_SAINSBURY'S,2025,202523,3626,1,FANTA,ORANGE,CAN,330,8,330MLCAN 3X8P FANTA ORG,3.7732,1.429242424,0.142924242,23,0.354604887,-0.935016243,126
407265,L2_MORRISONS,2025,202523,177,1,COCA-COLA LIGHT / DIET COKE,COLA,CAN,150,1,150MLCAN X24 DIET COKE,0.5348,3.565333333,0.356533333,23,0.354604887,-0.935016243,126
283978,L2_CRTG,2025,202522,24500,1,COCA-COLA,COLA,PET,1750,1,1.75LNRP X6 COCA-COLA,2.5,1.428571429,0.142857143,22,0.464723172,-0.885456026,125
409690,L2_MORRISONS,2025,202523,4196,1,SPRITE ZERO / NO SUGAR / DIET / LIGHT,LEMON & LIME,CAN,330,8,330MLCAN 3X8P SPRITE NO SUGAR,3.662,1.387121212,0.138712121,23,0.354604887,-0.935016243,126
409690,L2_ASDA,2025,202522,4503,1,SPRITE ZERO / NO SUGAR / DIET / LIGHT,LEMON & LIME,CAN,330,8,330MLCAN 3X8P SPRITE NO SUGAR,3.4935,1.323295455,0.132329545,22,0.464723172,-0.885456026,125
283971,L2_ASDA,2025,202523,4316,0,COCA-COLA,COLA & CHERRY,PET,1750,1,1.75LNRP X6 CHERRY COKE,2.597,1.484,0.1484,23,0.354604887,-0.935016243,126
409690,L2_TESCO,2025,202523,15473,1,SPRITE ZERO / NO SUGAR / DIET / LIGHT,LEMON & LIME,CAN,330,8,330MLCAN 3X8P SPRITE NO SUGAR,3.5337,1.338522727,0.133852273,23,0.354604887,-0.935016243,126
408320,L2_TESCO,2025,202524,47525,1,SCHWEPPES,LEMON,PET,2000,1,2LNRP X6 SW LEMONADE,1.1094,0.5547,0.05547,24,0.239315664,-0.970941817,127
409690,L2_SAINSBURY'S,2025,202539,4192,1,SPRITE ZERO / NO SUGAR / DIET / LIGHT,LEMON & LIME,CAN,330,8,330MLCAN 3X8P SPRITE NO SUGAR,3.6954,1.399772727,0.139977273,39,-1.0,-1.84e-16,142
207883,L2_MORRISONS,2025,202543,371,1,APPLETISER,APPLE,CAN,150,1,150MLCAN X24 APPLETISER,0.541,3.606666667,0.360666667,43,-0.885456026,0.464723172,146
207883,L2_ASDA,2025,202540,990,1,APPLETISER,APPLE,CAN,150,1,150MLCAN X24 APPLETISER,0.5355,3.57,0.357,40,-0.992708874,0.12053668,143
407265,L2_TESCO,2025,202541,1061,1,COCA-COLA LIGHT / DIET COKE,COLA,CAN,150,1,150MLCAN X24 DIET COKE,0.562,3.746666667,0.374666667,41,-0.970941817,0.239315664,144
283978,L2_MORRISONS,2025,202523,24994,1,COCA-COLA,COLA,PET,1750,1,1.75LNRP X6 COCA-COLA,2.549,1.456571429,0.145657143,23,0.354604887,-0.935016243,126
407265,L2_MORRISONS,2025,202541,88,1,COCA-COLA LIGHT / DIET COKE,COLA,CAN,150,1,150MLCAN X24 DIET COKE,0.6336,4.224,0.4224,41,-0.970941817,0.239315664,144
414197,L2_SAINSBURY'S,2025,202543,4037,1,FANTA,ORANGE,CAN,330,8,330MLCAN 3X8P FANTA ORG,3.5941,1.361401515,0.136140152,43,-0.885456026,0.464723172,146
283971,L2_MORRISONS,2025,202540,2832,1,COCA-COLA,COLA & CHERRY,PET,1750,1,1.75LNRP X6 CHERRY COKE,2.6082,1.4904,0.14904,40,-0.992708874,0.12053668,143
452780,L2_CRTG,2025,202543,4101,1,MONSTER,NOT STATED,CAN,500,4,500MLCAN 6X4P MN ULTRA,5.5447,2.77235,0.277235,43,-0.885456026,0.464723172,146
409690,L2_ASDA,2025,202538,3475,1,SPRITE ZERO / NO SUGAR / DIET / LIGHT,LEMON & LIME,CAN,330,8,330MLCAN 3X8P SPRITE NO SUGAR,3.4784,1.317575758,0.131757576,38,-0.992708874,-0.12053668,141
283971,L2_TESCO,2025,202536,5549,0,COCA-COLA,COLA & CHERRY,PET,1750,1,1.75LNRP X6 CHERRY COKE,2.5594,1.462514286,0.146251429,36,-0.935016243,-0.354604887,139
452780,L2_MORRISONS,2025,202538,2129,1,MONSTER,NOT STATED,CAN,500,4,500MLCAN 6X4P MN ULTRA,5.2332,2.6166,0.26166,38,-0.992708874,-0.12053668,141
409690,L2_TESCO,2025,202534,10275,0,SPRITE ZERO / NO SUGAR / DIET / LIGHT,LEMON & LIME,CAN,330,8,330MLCAN 3X8P SPRITE NO SUGAR,4.0162,1.521287879,0.152128788,34,-0.822983866,-0.568064747,137
408320,L2_CRTG,2025,202539,10271,1,SCHWEPPES,LEMON,PET,2000,1,2LNRP X6 SW LEMONADE,1.7576,0.8788,0.08788,39,-1.0,-1.84e-16,142
452780,L2_TESCO,2025,202537,11353,1,MONSTER,NOT STATED,CAN,500,4,500MLCAN 6X4P MN ULTRA,5.3296,2.6648,0.26648,37,-0.970941817,-0.239315664,140
429221,L2_TESCO,2025,202534,2445,1,SCHWEPPES,GINGER,PET,1000,1,1LNRP X6 CD GNGR ALE REDSGN,1.8474,1.8474,0.18474,34,-0.822983866,-0.568064747,137
414198,L2_TESCO,2025,202511,13037,1,FANTA,ORANGE,PET,2000,1,2LNRP X6 FTA ORANGE,1.7263,0.86315,0.086315,11,0.970941817,0.239315664,114
409690,L2_SAINSBURY'S,2025,202514,3046,0,SPRITE ZERO / NO SUGAR / DIET / LIGHT,LEMON & LIME,CAN,330,8,330MLCAN 3X8P SPRITE NO SUGAR,3.9958,1.513560606,0.151356061,14,0.992708874,-0.12053668,117
452780,L2_SAINSBURY'S,2025,202514,3213,0,MONSTER,NOT STATED,CAN,500,4,500MLCAN 6X4P MN ULTRA,6.0411,3.02055,0.302055,14,0.992708874,-0.12053668,117
283978,L2_ASDA,2025,202512,34256,0,COCA-COLA,COLA,PET,1750,1,1.75LNRP X6 COCA-COLA,2.5076,1.432914286,0.143291429,12,0.992708874,0.12053668,115
414198,L2_MORRISONS,2025,202511,5348,1,FANTA,ORANGE,PET,2000,1,2LNRP X6 FTA ORANGE,1.778,0.889,0.0889,11,0.970941817,0.239315664,114
414198,L2_SAINSBURY'S,2025,202512,4044,1,FANTA,ORANGE,PET,2000,1,2LNRP X6 FTA ORANGE,1.7005,0.85025,0.085025,12,0.992708874,0.12053668,115
414197,L2_ASDA,2025,202513,5293,1,FANTA,ORANGE,CAN,330,8,330MLCAN 3X8P FANTA ORG,3.477,1.317045455,0.131704545,13,1.0,-1.61e-16,116
